id,price,price_display,frequency,property_type,bedrooms,bathrooms,address,summary,property_url,contact_url,branch,branch_id,added_or_reduced,first_visible_date,let_type,postcode,search_date,letting_details,property_size_sqft,property_size_sqm,scraping_success,scraping_error,coordinates,distance_to_center_km,price_score,location_score,size_score,overall_score
168215024,1470,"£1,470 pcm",monthly,Flat,1,1.0,"63 Croydon Road, London","We are proud to offer a luxurious living in the heart of Penge. Introducing a pinnacle of modern urban living at Yeoman House, 63 Croydon Road, Penge, London, SE20 7TS. Exquisite and brand-new 1 and 2 bedroom apartments are nestled within a newly developed residential building, offering a...",https://www.rightmove.co.uk/properties/168215024#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168215024,"Mays Management, London",229781,Added on 04/10/2025,2025-10-15T15:44:52Z,,,2025-10-15T18:49:54.205773,"{'let available date': 'Now', 'deposit': '£1,696', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",441.0,41.0,True,,"(51.5205512, 0.0154073)",10.023573711574493,78.44444444444446,79.95285257685101,41.0,71.56
167498807,1500,"£1,500 pcm",monthly,Apartment,1,1.0,"Nursery Road, London, SW19",Bright and Airy 1-Bedroom Fully Furnished Flat located in Merton,https://www.rightmove.co.uk/properties/167498807#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167498807,"Hello Neighbour, London",221711,Added on 26/09/2025,2025-09-26T17:54:46Z,,SW19,2025-10-15T18:50:04.125787,"{'let available date': '07/11/2025', 'deposit': '£1,730', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",532.0,49.0,True,,"(51.4164669, -0.216982)",11.938246258198205,77.77777777777779,76.12350748360359,49.0,71.36
167054999,1300,"£1,300 pcm",monthly,Apartment,1,1.0,"Aaron Lodge, Burnt Ash Hill, SE12","Brown & Brooke are pleased to present this charming one-bedroom, first floor flat, available 12th October.",https://www.rightmove.co.uk/properties/167054999#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167054999,"Brown & Brooke, Blackheath",50974,Reduced on 29/09/2025,2025-09-16T14:48:51Z,,SE12,2025-10-15T18:50:04.125757,"{'let available date': 'Now', 'deposit': '£1,615', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",449.0,42.0,True,,"(51.4427649, 0.0177842)",12.444606875279579,82.22222222222221,75.11078624944085,42.0,71.33
154695374,1300,"£1,300 pcm",monthly,Apartment,1,1.0,"West Green Road, London","Located on West Green Road N15, we offer you this first floor 1 bedroom flat which comprises 1 double bedroom with en-suite shower room, open plan lounge/fully fitted kitchen with washing machine, fridge freezer and gas hob, laminate flooring, double glazing and gas central heating. The property...",https://www.rightmove.co.uk/properties/154695374#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=154695374,"Prestige Properties, London Lettings",195389,Reduced on 25/09/2025,2024-11-07T10:01:43Z,,,2025-10-15T18:50:06.850832,"{'let available date': 'Now', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",312.0,29.0,True,,"(51.5838819, -0.0724798)",9.257930650189993,82.22222222222221,81.48413869962002,28.999999999999996,71.28
167935781,1500,"£1,500 pcm",monthly,Flat,1,1.0,"West Green Road, Seven Sisters, N15","This well-presented 1-bedroom first-floor flat is ideally located on West Green Road, N15, just moments from Seven Sisters Station and a short walk to Green Lanes and Chestnuts Park. Offering modern living in a vibrant North London location, this property is perfect for professionals or couples.",https://www.rightmove.co.uk/properties/167935781#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167935781,"Highcastle Estates, Stratford",198884,Added on 07/10/2025,2025-10-07T17:43:51Z,,N15,2025-10-15T18:49:48.893124,"{'let available date': 'Ask agent', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",366.0,34.0,True,,"(51.5781735, -0.0822285)",8.40771661823733,77.77777777777779,83.18456676352534,34.0,71.18
159041483,1450,"£1,450 pcm",monthly,Flat,1,1.0,"West Green Road, London","Located on West Green Road N15, we offer you this top floor 1 bedroom flat which comprises 1 double bedroom, separate lounge, fully fitted kitchen with washing machine, fridge / freezer, oak wood work top and gas hob, tiled shower room, laminate flooring, Gas central heating and door entry system...",https://www.rightmove.co.uk/properties/159041483#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=159041483,"Prestige Properties, London Lettings",195389,Added on 29/08/2025,2025-03-05T16:53:23Z,,,2025-10-15T18:50:16.521086,"{'let available date': '24/10/2025', 'deposit': '£1,674', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",377.0,35.0,True,,"(51.5838819, -0.0724798)",9.257930650189993,78.88888888888889,81.48413869962002,35.0,71.15
87295767,1450,"£1,450 pcm",monthly,Ground Flat,1,1.0,"Kingston Road, London",Newly Refurbished Double Bedroom Ground Floor Flat for Rent Price: £1450pcm,https://www.rightmove.co.uk/properties/87295767#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87295767,"Sharpes Estates Ltd, Colliers Wood",5353,Reduced yesterday,2025-10-14T11:26:03Z,,,2025-10-15T18:49:30.583880,"{'let available date': 'Now', 'deposit': '£1,673', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",506.0,47.0,True,,"(51.410062, -0.2114895)",12.367982662109766,78.88888888888889,75.26403467578047,47.0,71.06
165785219,1300,"£1,300 pcm",monthly,Flat,1,1.0,"Ashenden Road, Homerton, E5","This one's for you if... You're looking for a cosy, intimate spot with (queue bonus) Bills included! You're a get-up-and-go kind of person, so you're always out and about working or visiting friends or family; you don't need anything too fancy, just somewhere you can feel safe and res...",https://www.rightmove.co.uk/properties/165785219#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=165785219,"Paramount, London - Lettings",62636,Reduced on 29/09/2025,2025-08-15T10:40:22Z,,E5,2025-10-15T18:50:04.125734,"{'let available date': 'Now', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",233.0,22.0,True,,"(51.5513786, -0.0389419)",7.81268011482093,82.22222222222221,84.37463977035814,22.0,71.04
167701034,1495,"£1,495 pcm",monthly,Apartment,1,1.0,"Palmerston Road, Bowes Park, London, N22","A ONE BEDROOM FIRST FLOOR FLAT AVAILABLE FROM the 19th of October 2025. Ellis & Co are delighted to present this one-bedroom unfurnished flat situated on the first floor. The property features a spacious living area, separate kitchen and three piece bathroom suite. Located close t...",https://www.rightmove.co.uk/properties/167701034#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167701034,"Ellis & Co, Bounds Green",22943,Added on 02/10/2025,2025-10-02T10:40:51Z,,N22,2025-10-15T18:49:59.184675,"{'let available date': '25/10/2025', 'deposit': '£1,725', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",482.0,45.0,True,,"(51.611186, -0.1140792)",11.507507714739008,77.88888888888889,76.98498457052199,45.0,70.95
18832358,1400,"£1,400 pcm",monthly,Flat,2,1.0,"Baker Street,Enfield,EN1",WHOLE TOP FLOOR - large two-bedroom unfurnished apartment situated above a public house. Two double bedrooms. Small kitchen with cooker and fridge freezer. Use of pub car park for one car (when available). No pets. No smokers. No children. Available November.,https://www.rightmove.co.uk/properties/18832358#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=18832358,"County Lettings Ware Ltd, Ware",44054,Added yesterday,2008-01-10T15:17:49Z,,EN1,2025-10-15T18:49:28.011671,"{'let available date': 'Ask agent', 'deposit': 'Ask agent', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",710.0,66.0,True,,"(51.665132, -0.0742126)",17.8588314940472,80.0,64.2823370119056,66.0,70.91
167779664,1300,"£1,300 pcm",monthly,Flat,1,1.0,"Middle Park Avenue, London, SE9","Located in the heart of Mottingham, this one-bedroom apartment at Middle Park Avenue offers a wonderful opportunity to live in a well-connected and vibrant part of London. The property is beautifully finished throughout, making it an ideal home for a single professional or a couple...",https://www.rightmove.co.uk/properties/167779664#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167779664,"Cockburn Estate Agents, New Eltham",124243,Reduced today,2025-10-03T15:50:59Z,,SE9,2025-10-15T18:49:25.586905,"{'let available date': 'Now', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",501.0,47.0,True,,"(51.4412741, 0.0472564)",14.243299177114519,82.22222222222221,71.51340164577095,47.0,70.89
151588613,1500,"£1,500 pcm",monthly,Flat,1,,"Hermon Hill, London, E11",1 BEDROOM FLAT TO RENT - WANSTEAD,https://www.rightmove.co.uk/properties/151588613#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=151588613,"West Essex Property Services Ltd, Woodford Green",76828,Added on 29/09/2025,2024-08-22T11:20:28Z,,E11,2025-10-15T18:50:04.125769,"{'let available date': 'Now', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",538.0,50.0,True,,"(51.5804248, 0.0235881)",13.219566196441656,77.77777777777779,73.56086760711669,50.0,70.54
167805650,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Worple Road, London","Top floor ONE BEDROOM CONVERSION flat flat, just 0.6 miles from Wimbledon town centre and station, allowing for easy access to a variety of shops, restaurants, and local amenities, and along local bus routes. Spanning an inviting 468 square feet, the property features a bright reception room,...",https://www.rightmove.co.uk/properties/167805650#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167805650,"Ellisons, Wimbledon",26204,Added on 04/10/2025,2025-10-04T09:50:13Z,,,2025-10-15T18:49:54.205791,"{'let available date': '14/11/2025', 'deposit': '£1,673', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",468.0,43.0,True,,"(51.414624, -0.2202144)",12.230592308977036,78.88888888888889,75.53881538204593,43.0,70.37
168067961,1500,"£1,500 pcm",monthly,Apartment,1,1.0,"High Road, London, N12","We are pleased to present a newly refurbished one bedroom apartment to rent in North Finchley High Road, N12. This one bedroom apartment comprises of a sleek and modern kitchen reception area, a double bedroom with built in storage and a good-sized bathroom. The development offers lift access and...",https://www.rightmove.co.uk/properties/168067961#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168067961,"Nova Haus London, London",240566,Added on 10/10/2025,2025-10-10T10:15:34Z,,N12,2025-10-15T18:49:40.916084,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",480.0,45.0,True,,"(51.613762, -0.1760721)",12.226986752636012,77.77777777777779,75.54602649472798,45.0,70.33
167397878,1450,"£1,450 pcm",monthly,Flat,1,0.0,"Melford Road, Walthamstow, London, E17","LONG LET. This well-presented 1 bedroom flat is on the ground floor with access to a lovely rear garden, boasting a bright reception room, double bedroom and an excellent location.",https://www.rightmove.co.uk/properties/167397878#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167397878,"Foxtons, Bow",82857,Reduced on 23/09/2025,2025-09-25T07:02:27Z,,E17,2025-10-15T18:50:09.284947,"{'let available date': 'Ask agent', 'deposit': '£1,674', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",401.0,37.0,True,,"(51.5843021, -0.0310333)",10.805260757570604,78.88888888888889,78.38947848485878,37.0,70.31
167633273,1500,"£1,500 pcm",monthly,Apartment,1,1.0,"Lordship Lane, London, N22","Bright & airy spacious self contained private 1-bedroom flat with private garden within a 5 minute walk to Wood Green Underground Station, local shops and amenities and Wood Green Town Centre with its Cinema complex, restaurants, library and bars. Bus stop outside the property with journeys direc...",https://www.rightmove.co.uk/properties/167633273#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167633273,"Mortimer Surveyors, London",265268,Added on 30/09/2025,2025-09-30T17:41:16Z,,N22,2025-10-15T18:49:43.834954,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",388.0,36.0,True,,"(51.5975186, -0.1077501)",10.043425478592404,77.77777777777779,79.91314904281519,36.0,70.28
166992005,1450,"£1,450 pcm",monthly,Flat,2,1.0,"High Street, London, SE25",Beautifully presented two bedroom second floor flat available to rent. Short distance to Norwood Junction station. Offered unfurnished. Available in October with Zero Deposit Option.,https://www.rightmove.co.uk/properties/166992005#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166992005,"Kinleigh Folkard & Hayward - Lettings, Crystal Palace",85706,Added on 15/09/2025,2025-09-15T10:01:49Z,,SE25,2025-10-15T18:50:11.738043,"{'let available date': '06/11/2025', 'deposit': '£1,673', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",48.0,4.0,True,,"(51.3983621, -0.0763274)",12.718669261236956,78.88888888888889,74.56266147752609,43.729438202247195,70.13
168088427,1460,"£1,460 pcm",monthly,Flat,1,1.0,"Yeoman House, 63 Croydon Road, London","We are proud to offer a luxurious living in the heart of Penge. Introducing a pinnacle of modern urban living at Yeoman House, 63 Croydon Road, Penge, London, SE20 7TS. Exquisite and brand-new 1 and 2 bedroom apartments are nestled within a newly developed residential building, offering a...",https://www.rightmove.co.uk/properties/168088427#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168088427,"Mays Management, London",229781,Added on 10/10/2025,2025-10-10T14:58:16Z,,,2025-10-15T18:49:38.504359,"{'let available date': '24/10/2025', 'deposit': '£1,684', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",441.0,41.0,True,,"(51.4108429, -0.0551612)",11.934475615454941,78.66666666666666,76.13104876909011,41.0,70.12
166277207,1440,"£1,440 pcm",monthly,Flat,1,1.0,"Calderwood Street, Greenwich, London, SE18","ZERO DEPOSIT AVAILABLE. LONG LET. A wonderful, contemporary 4th floor, 1 bedroom flat offering lovely open-plan living space with modern fittings and fixtures and a super location in a secure block with a porter and lift access.",https://www.rightmove.co.uk/properties/166277207#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166277207,"Foxtons, Woolwich",227810,Reduced on 16/09/2025,2025-08-27T16:54:30Z,,SE18,2025-10-15T18:50:11.738013,"{'let available date': 'Ask agent', 'deposit': '£1,662', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",495.0,46.0,True,,"(51.4910715, 0.0649145)",13.502002762572747,79.11111111111111,72.99599447485451,46.0,70.04
168004232,1500,"£1,500 pcm",monthly,Flat,2,1.0,"Seaford Road, Enfield","Applicant Requirements: We are searching for tenant(s) with a minimum household income of £45,000pa+ - Baker and Chase are delighted to present this newly painted, spacious 2 double bedroom flat to rent just 0.3m from Enfield Town Centre. Located on the 2nd floor (top) of th...",https://www.rightmove.co.uk/properties/168004232#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168004232,"Baker and Chase, London Borough of Enfield",109898,Added on 08/10/2025,2025-10-08T17:56:00Z,,,2025-10-15T18:49:43.835209,"{'let available date': '18/10/2025', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",632.0,59.0,True,,"(51.6504065, -0.0733726)",16.273044486086714,77.77777777777779,67.45391102782656,59.0,69.89
166643438,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Leigham Court Road, London","Nestled on Leigham Court Road, this bright and welcoming one-bedroom flat is tucked away in a peaceful, gated setting—yet just moments from Streatham’s vibrant central amenities. This 1 bedroom 1 bathroom flat is primely located just a 5 minute walk from Streatham Hill Overground Station, off...",https://www.rightmove.co.uk/properties/166643438#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166643438,"RocketPM, London",250460,Reduced on 07/10/2025,2025-09-05T15:22:03Z,,,2025-10-15T18:49:48.893311,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",318.0,30.0,True,,"(51.4258545, -0.1139756)",9.19925377473975,77.77777777777779,81.6014924505205,30.0,69.75
87320511,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Grange Road, Upper Norwood, London, SE25","ZERO DEPOSIT AVAILABLE. LONG LET. Conveniently situated for easy access to amenities, this delightful 1 bedroom flat provides a well equipped kitchen and a reception room with space for dining.",https://www.rightmove.co.uk/properties/87320511#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87320511,"Foxtons, Crystal Palace",100426,Added on 29/08/2025,2025-10-14T16:51:25Z,,SE25,2025-10-15T18:50:16.521093,"{'let available date': 'Ask agent', 'deposit': '£1,731', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",412.0,38.0,True,,"(51.4069524, -0.0894759)",11.561146221844469,77.77777777777779,76.87770755631107,38.0,69.46
166579106,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Gleneagle Road, Streatham, London, SW16",ZERO DEPOSIT AVAILABLE. LONG LET. This charming 1 bedroom flat is situated on the 1st floor and boasts bright and airy interiors throughout. It offers great accommodation including a spacious reception room and a double bedroom.,https://www.rightmove.co.uk/properties/166579106#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166579106,"Foxtons, Streatham",71419,Reduced on 13/10/2025,2025-09-04T11:59:25Z,,SW16,2025-10-15T18:49:33.363219,"{'let available date': 'Ask agent', 'deposit': '£1,674', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",267.0,25.0,True,,"(51.4270941, -0.1316405)",9.016863375052491,78.88888888888889,81.96627324989501,25.0,69.34
168080321,1300,"£1,300 pcm",monthly,Apartment,1,1.0,"Fieldfare Road, London, SE28",Bright and spacious top floor one bed flat.,https://www.rightmove.co.uk/properties/168080321#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168080321,"jdm, Greenwich",250727,Added on 10/10/2025,2025-10-10T13:11:27Z,,SE28,2025-10-15T18:49:30.583802,"{'let available date': 'Now', 'deposit': '£1,500', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",540.0,50.0,True,,"(51.5073493, 0.1215649)",17.29940754852457,82.22222222222221,65.40118490295086,50.0,69.05
167786321,1400,"£1,400 pcm",monthly,Ground Flat,1,1.0,81 Dunnock Close,"base rent: £1400, deposit: £1615.38, number of bedrooms: 1, size: 432 sq ft, apartment type: ground floor, all pets allowed, heating type: electric, number of bathrooms: 1, EPC Rating: D",https://www.rightmove.co.uk/properties/167786321#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167786321,"Akelius Residential Ltd, London",102505,Added on 03/10/2025,2025-10-03T17:00:32Z,,,2025-10-15T18:49:56.802700,"{'let available date': '08/11/2025', 'deposit': '£1,615', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",432.0,40.0,True,,"(51.6292906, -0.0425423)",14.716917795296485,80.0,70.56616440940704,40.0,68.23
166348025,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Sylvan Road, Wanstead","This immaculately presented first floor flat forms part of an attractive, converted Victorian house, set just off of the high street and within a stone's throw of everything Wanstead has to offer.",https://www.rightmove.co.uk/properties/166348025#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166348025,"Petty Son & Prestwich Ltd, London",70202,Reduced on 29/09/2025,2025-08-29T10:37:12Z,,,2025-10-15T18:50:04.125748,"{'let available date': '27/10/2025', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",407.0,38.0,True,,"(51.5822478, 0.0233973)",13.333430927723509,77.77777777777779,73.33313814455298,38.0,68.04
167525366,1499,"£1,499 pcm",monthly,Bungalow,1,1.0,"Cannon Hill Lane, Raynes Park","BRAND NEW ground floor one bedroom with OFF STREET PARKING for up to two cars, located within a mile of both Morden tube and Raynes Park train station. The property has been refurbished throughout and features and a modern kitchen and shower room, double glazing and gas central heating. EPC b...",https://www.rightmove.co.uk/properties/167525366#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167525366,"Ellisons, Wimbledon",26204,Reduced on 06/10/2025,2025-09-27T13:33:00Z,,,2025-10-15T18:49:51.505891,"{'let available date': 'Ask agent', 'deposit': '£1,846', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",386.0,36.0,True,,"(51.4053145, -0.2123873)",12.864814599010218,77.8,74.27037080197957,36.0,68.03
165317123,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Park Road, Colliers Wood","*** A RECENTLY REFURBISHED ONE DOUBLE BEDROOM GROUND FLOOR FLAT ****** This spacious one bedroom property is close to Colliers Wood northern line tube station and shops. The property consists of one bedroom, one reception room, brand new kitchen and shower room. The property a...",https://www.rightmove.co.uk/properties/165317123#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=165317123,"Toomey Estate Agents, Mitcham",33596,Reduced on 28/08/2025,2025-08-04T10:38:49Z,,,2025-10-15T18:50:16.521110,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",279.0,26.0,True,,"(51.4207437, -0.1878635)",10.582930971156479,77.77777777777779,78.83413805768704,26.0,67.84
167348978,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Benhill Avenue, Sutton, SM1","First Floor Apartment - 1 Double Bedroom - Modern Throughout - Off Street Parking - Absolute Must SeeIMPORTANT: An application form, including checks on credit score and affordability, must be completed before viewing.",https://www.rightmove.co.uk/properties/167348978#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167348978,"Sacha Scott, Banstead",52749,Added on 24/09/2025,2025-09-24T10:02:54Z,,SM1,2025-10-15T18:50:06.850862,"{'let available date': 'Now', 'deposit': '£1,615', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",486.0,45.0,True,,"(51.3660349, -0.1940526)",16.467298128225103,80.0,67.0654037435498,45.0,67.83
166332533,1500,"£1,500 pcm",monthly,Flat,1,1.0,"The Broadway, Cheam, Sutton, SM3","ZERO DEPOSIT AVAILABLE. LONG LET. Presented in excellent condition throughout, this modern 1 bedroom apartment is situated moments from an excellent selection of amenities on Cheam high street.",https://www.rightmove.co.uk/properties/166332533#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166332533,"Foxtons, New Malden",149153,Added on 28/08/2025,2025-08-28T19:49:22Z,,SM3,2025-10-15T18:50:16.521105,"{'let available date': 'Ask agent', 'deposit': '£1,731', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",454.0,42.0,True,,"(51.3587994, -0.2165566)",17.72521273661698,77.77777777777779,64.54957452676604,42.0,65.33
161067107,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Park Hill, Carshalton, Greater London, SM5",Charming 1-Bedroom Flat in the Heart of Sutton - Prime Location!,https://www.rightmove.co.uk/properties/161067107#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=161067107,"ROCKWELL GREEN PROPERTIES LIMITED, London",288347,Added on 04/08/2025,2025-04-24T12:01:05Z,,SM5,2025-10-15T18:50:19.037730,"{'let available date': 'Now', 'deposit': '£1,300', 'min. tenancy': '6 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",350.0,33.0,True,,"(51.3602524, -0.1695849)",16.70612242519933,80.0,66.58775514960135,33.0,65.24
165488306,1500,"£1,500 pcm",monthly,Semi-Detached,2,1.0,"Carshalton Park Road, Carshalton, Greater London, SM5","Spacious 2-Bed First Floor Flat - Excellent Location - Available ImmediatelyA bright and spacious two-bedroom first-floor flat, ideally located in the heart of Carshalton Beeches, just moments from local amenities, transport links, and schools. Perfect for professionals, couples, or small families",https://www.rightmove.co.uk/properties/165488306#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=165488306,"ROCKWELL GREEN PROPERTIES LIMITED, London",288347,Added on 07/08/2025,2025-08-07T17:48:25Z,,SM5,2025-10-15T18:50:19.037716,"{'let available date': 'Ask agent', 'deposit': 'Ask agent', 'min. tenancy': '6 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",400.0,37.0,True,,"(51.3605676, -0.1678932)",16.651394616949883,77.77777777777779,66.69721076610023,37.0,65.19
167986616,1400,"£1,400 pcm",monthly,Apartment,1,1.0,"Nelson Road, Twickenham","This smart, top-floor apartment is situated in a convenient location for Whitton High Street, the train station and within easy access to Twickenham town centre. Well presented with a bright, neutral décor, providing a living/dining room leading into a modern kitchen, a good siz...",https://www.rightmove.co.uk/properties/167986616#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167986616,"Chase Buchanan, Twickenham & Strawberry Hill - Lettings",48798,Added on 08/10/2025,2025-10-08T14:06:38Z,,,2025-10-15T18:49:46.492388,"{'let available date': 'Ask agent', 'deposit': '£1,615', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",380.0,35.0,True,,"(51.4528362, -0.3615258)",17.37511550723064,80.0,65.24976898553872,35.0,65.1
166064060,335,"£1,452 pcm",weekly,Flat,1,1.0,"Burton Road, Kilburn",Lovely one bedroom flat on 2nd floor of period conversion. Bright neutral décor and wooden flooring throughout. Open plan kitchen lounge area with washing machine. Bedroom on separate level. Three piece shower room with attached power shower. Fully furnished. Great for couples and sharers.,https://www.rightmove.co.uk/properties/166064060#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166064060,"parkinsonfarr, Willesden Green",29643,Reduced today,2025-08-21T15:21:52Z,,,2025-10-15T18:49:25.586976,"{'let available date': 'Now', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",35.0,3.0,True,,,,100.0,0.0,43.729438202247195,48.75
167347229,334,"£1,447 pcm",weekly,Flat,1,1.0,"Cygnet Close, Stonebridge, NW10 8TP",Spacious purpose built 1 bedroom ground floor flat * Fitted kitchen * Good size bedroom * Modern bathroom * Offered in very good condition * Free Parking Located on a quiet residential area. With good access to local amenities as the development is located just off the Bre...,https://www.rightmove.co.uk/properties/167347229#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167347229,"Churchill & Mathesons, Harlesden",266774,Reduced yesterday,2025-09-24T09:38:20Z,,NW10,2025-10-15T18:49:30.583850,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",408.0,38.0,True,,,,100.0,0.0,38.0,47.6
